game_id,season,week,season_type,team,home_away,firstDowns,firstDownsPassing,firstDownsRushing,firstDownsPenalty,thirdDownEff,fourthDownEff,totalOffensivePlays,totalYards,yardsPerPlay,totalDrives,netPassingYards,completionAttempts,yardsPerPass,interceptions,sacksYardsLost,rushingYards,rushingAttempts,yardsPerRushAttempt,redZoneAttempts,totalPenaltiesYards,turnovers,fumblesLost,defensiveTouchdowns,possessionTime
400554214,2014,1,2,GB,away,19.0,13.0,4.0,2.0,0.5,0.0,57.0,,4.4736842105,10.0,175.0,,4.861111111111111,1.0,,80.0,21.0,3.81,0.6666666666666666,,,0.0,0.0,1600.0
400554214,2014,1,2,SEA,home,25.0,8.0,13.0,4.0,0.3636363636,1.0,66.0,,6.0303030303,10.0,191.0,,6.586206896551724,0.0,,207.0,37.0,5.595,0.6,,,1.0,0.0,2000.0
400554215,2014,1,2,NO,away,30.0,17.0,9.0,4.0,0.6153846154,,70.0,,6.7428571429,10.0,333.0,,7.928571428571429,1.0,,139.0,28.0,4.964,0.6666666666666666,,,1.0,0.0,1825.0
400554215,2014,1,2,ATL,home,28.0,21.0,6.0,1.0,0.5454545455,,69.0,,8.231884058,11.0,445.0,,10.113636363636363,0.0,,123.0,25.0,4.92,1.0,,,1.0,0.0,1878.0
400554232,2014,1,2,BUF,away,15.0,8.0,7.0,0.0,0.3333333333,,56.0,,6.4285714286,12.0,167.0,,7.260869565217392,1.0,,193.0,33.0,5.848,0.5,,,0.0,0.0,1832.0
400554232,2014,1,2,CHI,home,29.0,19.0,5.0,5.0,0.4166666667,,69.0,,6.1884057971,12.0,341.0,,6.686274509803922,2.0,,86.0,18.0,4.778,0.6666666666666666,,,1.0,0.0,2082.0
400554260,2014,1,2,TEN,away,24.0,18.0,5.0,1.0,0.4375,,75.0,,5.4,13.0,243.0,,6.5675675675675675,0.0,,162.0,38.0,4.263,0.5,,,0.0,0.0,2264.0
400554260,2014,1,2,KC,home,15.0,11.0,1.0,3.0,0.0833333333,0.5,56.0,,4.375,13.0,178.0,,4.564102564102564,3.0,,67.0,17.0,3.941,0.5,,,0.0,0.0,1336.0
400554217,2014,1,2,MIN,away,18.0,10.0,6.0,2.0,0.25,,57.0,,6.2280701754,11.0,170.0,,6.8,0.0,,185.0,32.0,5.781,1.0,,,0.0,2.0,1697.0
400554217,2014,1,2,STL,home,15.0,10.0,4.0,1.0,0.2857142857,,63.0,,5.0476190476,12.0,246.0,,6.0,2.0,,72.0,22.0,3.273,0.0,,,0.0,0.0,1903.0
400554262,2014,1,2,NE,away,20.0,12.0,7.0,1.0,0.2941176471,0.5,80.0,,3.9375,13.0,226.0,,3.7666666666666666,0.0,,89.0,20.0,4.45,1.0,,,2.0,0.0,1773.0
400554262,2014,1,2,MIA,home,25.0,10.0,11.0,4.0,0.5384615385,,71.0,,5.0704225352,14.0,169.0,,5.121212121212121,1.0,,191.0,38.0,5.026,0.5,,,2.0,0.0,1827.0
400554226,2014,1,2,OAK,away,11.0,7.0,2.0,2.0,0.25,,49.0,,3.2244897959,12.0,133.0,,3.911764705882353,0.0,,25.0,15.0,1.667,1.0,,,0.0,0.0,1510.0
400554226,2014,1,2,NYJ,home,20.0,9.0,10.0,1.0,0.4166666667,,65.0,,6.1846153846,12.0,190.0,,6.129032258064516,1.0,,212.0,34.0,6.235,0.25,,,1.0,0.0,2090.0
400554223,2014,1,2,JAX,away,18.0,14.0,2.0,2.0,0.1428571429,0.0,70.0,,4.3714285714,16.0,242.0,,5.260869565217392,0.0,,64.0,24.0,2.667,0.0,,,1.0,0.0,1754.0
400554223,2014,1,2,PHI,home,24.0,14.0,7.0,3.0,0.4210526316,1.0,82.0,,5.1219512195,15.0,275.0,,5.5,1.0,,145.0,32.0,4.531,0.0,,,2.0,2.0,1846.0
400554221,2014,1,2,CLE,away,23.0,11.0,9.0,3.0,0.1818181818,,64.0,,6.078125,12.0,198.0,,6.0,0.0,,191.0,31.0,6.161,0.6,,,0.0,0.0,1653.0
400554221,2014,1,2,PIT,home,24.0,16.0,6.0,2.0,0.3333333333,1.0,67.0,,7.5074626866,13.0,376.0,,9.894736842105264,1.0,,127.0,29.0,4.379,0.3333333333333333,,,0.0,0.0,1947.0
400554229,2014,1,2,CIN,away,16.0,11.0,4.0,1.0,0.2857142857,,64.0,,5.9375,12.0,301.0,,7.921052631578948,0.0,,79.0,26.0,3.038,0.0,,,0.0,0.0,1830.0
400554229,2014,1,2,BAL,home,26.0,16.0,8.0,2.0,0.4705882353,0.5,85.0,,4.9764705882,12.0,329.0,,5.061538461538461,1.0,,94.0,20.0,4.7,0.3333333333333333,,,1.0,0.0,1770.0
400554256,2014,1,2,WSH,away,20.0,11.0,7.0,2.0,0.25,0.0,63.0,,5.9047619048,11.0,241.0,,6.025,0.0,,131.0,23.0,5.696,0.5,,,2.0,0.0,1854.0
400554256,2014,1,2,HOU,home,16.0,8.0,5.0,3.0,0.5,,56.0,,5.7321428571,10.0,206.0,,9.363636363636363,0.0,,115.0,34.0,3.382,0.0,,,1.0,1.0,1746.0
400554269,2014,1,2,SF,away,19.0,11.0,6.0,2.0,0.5833333333,,54.0,,5.9074074074,9.0,192.0,,8.0,0.0,,127.0,30.0,4.233,0.6666666666666666,,,0.0,2.0,1716.0
400554269,2014,1,2,DAL,home,26.0,14.0,8.0,4.0,0.5555555556,1.0,63.0,,6.0634920635,10.0,255.0,,6.375,3.0,,127.0,23.0,5.522,0.5,,,1.0,0.0,1884.0
400554266,2014,1,2,CAR,away,19.0,14.0,5.0,0.0,0.4,1.0,68.0,,4.9117647059,11.0,221.0,,6.314285714285714,0.0,,113.0,33.0,3.424,0.3333333333333333,,,0.0,0.0,2112.0
400554266,2014,1,2,TB,home,17.0,10.0,5.0,2.0,0.5,,55.0,,4.8,11.0,162.0,,4.2631578947368425,2.0,,102.0,17.0,6.0,1.0,,,1.0,0.0,1488.0
400554273,2014,1,2,IND,away,24.0,20.0,2.0,2.0,0.3076923077,0.5,70.0,,5.8285714286,12.0,354.0,,6.321428571428571,2.0,,54.0,14.0,3.857,0.5,,,0.0,0.0,1656.0
400554273,2014,1,2,DEN,home,24.0,13.0,8.0,3.0,0.5,,69.0,,5.231884058,12.0,259.0,,7.0,0.0,,102.0,32.0,3.188,0.75,,,0.0,0.0,1944.0
400554296,2014,1,2,NYG,away,16.0,8.0,4.0,4.0,0.2307692308,0.6666666667,57.0,,3.4561403509,10.0,144.0,,4.114285714285714,2.0,,53.0,22.0,2.409,1.0,,,0.0,0.0,1436.0
400554296,2014,1,2,DET,home,20.0,14.0,5.0,1.0,0.6666666667,,63.0,,6.619047619,11.0,341.0,,10.333333333333334,0.0,,76.0,30.0,2.533,0.6,,,0.0,0.0,2164.0
400554301,2014,1,2,SD,away,15.0,9.0,5.0,1.0,0.4,0.0,60.0,,4.8333333333,11.0,238.0,,6.611111111111111,1.0,,52.0,24.0,2.167,0.5,,,0.0,0.0,1691.0
400554301,2014,1,2,ARI,home,22.0,14.0,4.0,4.0,0.4615384615,,65.0,,6.2,12.0,294.0,,7.538461538461538,0.0,,109.0,26.0,4.192,0.6666666666666666,,,2.0,0.0,1909.0
400554196,2014,2,2,PIT,away,17.0,11.0,5.0,1.0,0.5,,57.0,,5.2807017544,9.0,202.0,,5.17948717948718,1.0,,99.0,18.0,5.5,0.0,,,2.0,0.0,1492.0
400554196,2014,2,2,BAL,home,25.0,11.0,9.0,5.0,0.4166666667,1.0,65.0,,4.9692307692,10.0,166.0,,5.724137931034483,0.0,,157.0,36.0,4.361,0.3333333333333333,,,0.0,0.0,2108.0
400554198,2014,2,2,MIA,away,23.0,16.0,4.0,3.0,0.3125,0.25,74.0,,3.9189189189,12.0,210.0,,3.9622641509433962,1.0,,80.0,21.0,3.81,0.5,,,1.0,0.0,1877.0
400554198,2014,2,2,BUF,home,13.0,10.0,3.0,0.0,0.3333333333,,59.0,,5.3389830508,13.0,202.0,,7.769230769230769,0.0,,113.0,33.0,3.424,0.16666666666666666,,,0.0,1.0,1723.0
400554245,2014,2,2,ATL,away,19.0,11.0,6.0,2.0,0.25,0.5,65.0,,4.7538461538,11.0,212.0,,4.608695652173913,3.0,,97.0,19.0,5.105,1.0,,,0.0,0.0,1621.0
400554245,2014,2,2,CIN,home,21.0,10.0,10.0,1.0,0.4285714286,,69.0,,6.8405797101,12.0,302.0,,12.583333333333334,0.0,,170.0,45.0,3.778,0.6666666666666666,,,0.0,0.0,1979.0
400554241,2014,2,2,NO,away,26.0,16.0,10.0,0.0,0.5384615385,,69.0,,5.7536231884,11.0,223.0,,5.309523809523809,1.0,,174.0,27.0,6.444,0.75,,,1.0,0.0,1910.0
400554241,2014,2,2,CLE,home,23.0,14.0,7.0,2.0,0.4375,1.0,72.0,,4.5,10.0,202.0,,4.809523809523809,0.0,,122.0,30.0,4.067,0.5,,,0.0,2.0,1690.0
400554206,2014,2,2,DAL,away,26.0,10.0,13.0,3.0,0.5625,,76.0,,4.8421052632,11.0,148.0,,4.484848484848484,0.0,,220.0,43.0,5.116,0.6666666666666666,,,1.0,0.0,2471.0
400554206,2014,2,2,TEN,home,13.0,9.0,4.0,0.0,0.2,0.0,49.0,,6.4081632653,12.0,232.0,,6.444444444444445,2.0,,82.0,13.0,6.308,0.0,,,0.0,0.0,1129.0
400554235,2014,2,2,NE,away,16.0,9.0,5.0,2.0,0.3571428571,0.0,59.0,,4.9491525424,11.0,142.0,,6.454545454545454,0.0,,150.0,37.0,4.054,0.5,,,0.0,1.0,1894.0
400554235,2014,2,2,MIN,home,17.0,9.0,3.0,5.0,0.3636363636,0.0,61.0,,3.5573770492,13.0,163.0,,3.880952380952381,4.0,,54.0,19.0,2.842,0.0,,,0.0,0.0,1706.0
400554211,2014,2,2,ARI,away,21.0,9.0,6.0,6.0,0.3846153846,,61.0,,4.3606557377,11.0,142.0,,4.303030303030303,0.0,,124.0,28.0,4.429,0.25,,,0.0,1.0,1651.0
400554211,2014,2,2,NYG,home,24.0,15.0,5.0,4.0,0.5,0.0,68.0,,5.0147058824,11.0,260.0,,6.341463414634147,2.0,,81.0,27.0,3.0,0.6666666666666666,,,2.0,0.0,1949.0
400554202,2014,2,2,JAX,away,8.0,4.0,2.0,2.0,0.2307692308,0.0,48.0,,3.0833333333,12.0,123.0,,3.236842105263158,1.0,,25.0,10.0,2.5,0.0,,,0.0,0.0,1259.0
400554202,2014,2,2,WSH,home,32.0,16.0,12.0,4.0,0.4285714286,0.5,81.0,,5.5432098765,13.0,258.0,,6.615384615384615,0.0,,191.0,42.0,4.548,0.6666666666666666,,,0.0,0.0,2341.0
400554249,2014,2,2,DET,away,21.0,18.0,2.0,1.0,0.4,0.5,70.0,,4.6142857143,12.0,253.0,,4.865384615384615,1.0,,70.0,18.0,3.889,1.0,,,2.0,0.0,1841.0
400554249,2014,2,2,CAR,home,20.0,14.0,3.0,3.0,0.25,,62.0,,5.0483870968,13.0,251.0,,6.605263157894737,0.0,,62.0,24.0,2.583,0.5,,,0.0,0.0,1759.0
400554278,2014,2,2,SEA,away,14.0,9.0,4.0,1.0,0.375,0.0,40.0,,7.2,10.0,180.0,,6.666666666666667,0.0,,108.0,13.0,8.308,1.0,,,1.0,0.0,1065.0
400554278,2014,2,2,SD,home,26.0,17.0,7.0,2.0,0.5882352941,,75.0,,5.0266666667,10.0,276.0,,7.2631578947368425,0.0,,101.0,37.0,2.73,0.75,,,0.0,0.0,2535.0
400554274,2014,2,2,STL,away,20.0,14.0,6.0,0.0,0.4545454545,,60.0,,5.65,8.0,220.0,,7.096774193548387,0.0,,119.0,29.0,4.103,0.3333333333333333,,,1.0,0.0,1925.0
400554274,2014,2,2,TB,home,18.0,7.0,8.0,3.0,0.5,,52.0,,6.3846153846,9.0,175.0,,7.954545454545454,1.0,,157.0,30.0,5.233,0.4,,,0.0,0.0,1675.0
400554291,2014,2,2,KC,away,28.0,18.0,6.0,4.0,0.6875,0.0,75.0,,5.0666666667,8.0,247.0,,5.613636363636363,0.0,,133.0,31.0,4.29,0.5,,,0.0,0.0,2174.0
400554291,2014,2,2,DEN,home,19.0,14.0,4.0,1.0,0.375,1.0,46.0,,7.0652173913,8.0,237.0,,8.777777777777779,0.0,,88.0,19.0,4.632,0.75,,,0.0,0.0,1426.0
400554287,2014,2,2,NYJ,away,19.0,11.0,7.0,1.0,0.4705882353,0.6666666667,71.0,,4.4084507042,12.0,166.0,,4.882352941176471,1.0,,147.0,37.0,3.973,1.0,,,0.0,0.0,1826.0
400554287,2014,2,2,GB,home,25.0,17.0,5.0,3.0,0.5,,68.0,,5.7352941176,12.0,310.0,,6.739130434782608,0.0,,80.0,22.0,3.636,0.5,,,1.0,0.0,1774.0
400554284,2014,2,2,HOU,away,20.0,9.0,9.0,2.0,0.6,,65.0,,5.0307692308,10.0,139.0,,7.315789473684211,0.0,,188.0,46.0,4.087,0.6,,,0.0,0.0,2316.0
400554284,2014,2,2,OAK,home,22.0,16.0,5.0,1.0,0.2222222222,1.0,59.0,,6.1694915254,10.0,263.0,,6.261904761904762,2.0,,101.0,17.0,5.941,1.0,,,2.0,0.0,1284.0
400554314,2014,2,2,CHI,away,19.0,10.0,3.0,6.0,0.3333333333,,52.0,,4.1538461538,11.0,170.0,,4.857142857142857,0.0,,46.0,17.0,2.706,1.0,,,0.0,0.0,1569.0
400554314,2014,2,2,SF,home,19.0,13.0,5.0,1.0,0.5384615385,0.5,65.0,,5.5230769231,11.0,232.0,,6.105263157894737,3.0,,127.0,27.0,4.704,0.4,,,1.0,0.0,2031.0
400554318,2014,2,2,PHI,away,24.0,13.0,9.0,2.0,0.4166666667,,64.0,,7.15625,12.0,331.0,,8.945945945945946,1.0,,127.0,27.0,4.704,0.5,,,0.0,0.0,1425.0
400554318,2014,2,2,IND,home,25.0,14.0,7.0,4.0,0.3333333333,1.0,72.0,,4.7361111111,12.0,172.0,,5.0588235294117645,1.0,,169.0,38.0,4.447,0.75,,,1.0,0.0,2175.0
400554194,2014,3,2,TB,away,10.0,7.0,3.0,0.0,0.2307692308,1.0,57.0,,3.8070175439,14.0,153.0,,3.923076923076923,1.0,,64.0,18.0,3.556,1.0,,,4.0,2.0,1641.0
400554194,2014,3,2,ATL,home,26.0,17.0,7.0,2.0,0.7272727273,,65.0,,7.5076923077,13.0,344.0,,11.862068965517242,1.0,,144.0,36.0,4.0,0.75,,,3.0,3.0,1959.0
400554195,2014,3,2,SD,away,20.0,11.0,4.0,5.0,0.3846153846,,63.0,,5.2857142857,10.0,250.0,,9.25925925925926,0.0,,83.0,36.0,2.306,0.5,,,0.0,0.0,1894.0
400554195,2014,3,2,BUF,home,18.0,9.0,6.0,3.0,0.4285714286,0.0,65.0,,4.4923076923,11.0,205.0,,4.767441860465116,0.0,,87.0,22.0,3.955,0.5,,,0.0,0.0,1706.0
400554237,2014,3,2,TEN,away,22.0,7.0,11.0,4.0,0.1666666667,0.5,64.0,,5.09375,12.0,177.0,,4.916666666666667,2.0,,149.0,28.0,5.321,0.5,,,0.0,0.0,1876.0
400554237,2014,3,2,CIN,home,25.0,10.0,11.0,4.0,0.3333333333,0.0,57.0,,5.2631578947,12.0,184.0,,7.076923076923077,1.0,,116.0,31.0,3.742,0.8,,,0.0,0.0,1724.0
400554240,2014,3,2,BAL,away,23.0,8.0,12.0,3.0,0.3333333333,0.0,64.0,,5.890625,10.0,217.0,,7.0,1.0,,160.0,33.0,4.848,0.4,,,0.0,0.0,1855.0
400554240,2014,3,2,CLE,home,19.0,11.0,6.0,2.0,0.4545454545,,55.0,,6.8181818182,10.0,290.0,,11.6,0.0,,85.0,30.0,2.833,0.75,,,0.0,0.0,1745.0
400554244,2014,3,2,GB,away,14.0,9.0,3.0,2.0,0.4,0.0,51.0,,4.3725490196,9.0,147.0,,5.068965517241379,0.0,,76.0,22.0,3.455,0.5,,,1.0,0.0,1307.0
400554244,2014,3,2,DET,home,21.0,13.0,6.0,2.0,0.6111111111,,74.0,,4.7702702703,9.0,238.0,,6.611111111111111,2.0,,115.0,38.0,3.026,0.0,,,1.0,2.0,2293.0
400554199,2014,3,2,DAL,away,19.0,10.0,5.0,4.0,0.5,,52.0,,6.5384615385,10.0,217.0,,9.434782608695652,1.0,,123.0,29.0,4.241,0.5,,,1.0,2.0,1630.0
400554199,2014,3,2,STL,home,26.0,18.0,7.0,1.0,0.6153846154,0.5,72.0,,6.2222222222,10.0,327.0,,7.785714285714286,2.0,,121.0,30.0,4.033,0.5,,,1.0,2.0,1970.0
400554250,2014,3,2,OAK,away,14.0,9.0,3.0,2.0,0.3846153846,,56.0,,4.3035714286,9.0,174.0,,5.117647058823529,1.0,,67.0,22.0,3.045,0.0,,,0.0,0.0,1705.0
400554250,2014,3,2,NE,home,21.0,14.0,5.0,2.0,0.5,0.0,71.0,,4.1830985915,10.0,221.0,,5.666666666666667,0.0,,76.0,32.0,2.375,0.25,,,0.0,0.0,1895.0
400554213,2014,3,2,MIN,away,13.0,8.0,3.0,2.0,0.4,,54.0,,4.5740740741,8.0,188.0,,5.875,0.0,,59.0,22.0,2.682,0.0,,,0.0,0.0,1587.0
400554213,2014,3,2,NO,home,27.0,17.0,8.0,2.0,0.6923076923,,68.0,,5.8235294118,8.0,288.0,,8.0,0.0,,108.0,32.0,3.375,0.6666666666666666,,,0.0,0.0,2013.0
400554208,2014,3,2,HOU,away,20.0,14.0,4.0,2.0,0.1666666667,0.5,62.0,,6.6290322581,13.0,292.0,,7.891891891891892,3.0,,119.0,25.0,4.76,0.5,,,0.0,0.0,1646.0
400554208,2014,3,2,NYG,home,26.0,10.0,14.0,2.0,0.3333333333,0.0,71.0,,5.9014084507,13.0,226.0,,7.793103448275862,0.0,,193.0,42.0,4.595,0.2857142857142857,,,1.0,0.0,1954.0
400554203,2014,3,2,WSH,away,27.0,18.0,6.0,3.0,0.5333333333,0.0,76.0,,6.7236842105,13.0,427.0,,8.895833333333334,1.0,,84.0,28.0,3.0,0.75,,,0.0,0.0,2088.0
400554203,2014,3,2,PHI,home,22.0,14.0,3.0,5.0,0.3636363636,,66.0,,5.7424242424,13.0,325.0,,7.926829268292683,0.0,,54.0,25.0,2.16,0.5,,,1.0,1.0,1512.0
400554247,2014,3,2,IND,away,27.0,22.0,5.0,0.0,0.5714285714,0.0,74.0,,7.1486486486,11.0,385.0,,8.555555555555555,0.0,,144.0,29.0,4.966,0.6666666666666666,,,0.0,2.0,2223.0
400554247,2014,3,2,JAX,home,18.0,10.0,6.0,2.0,0.4,,55.0,,6.2545454545,12.0,239.0,,6.828571428571428,2.0,,105.0,20.0,5.25,1.0,,,1.0,0.0,1377.0
400554253,2014,3,2,SF,away,20.0,15.0,4.0,1.0,0.5,1.0,61.0,,5.2131147541,8.0,236.0,,6.2105263157894735,0.0,,82.0,23.0,3.565,0.6666666666666666,,,0.0,0.0,1940.0
400554253,2014,3,2,ARI,home,24.0,12.0,5.0,7.0,0.6153846154,1.0,61.0,,5.5409836066,8.0,254.0,,7.470588235294118,0.0,,84.0,27.0,3.111,0.25,,,1.0,0.0,1660.0
400554280,2014,3,2,KC,away,23.0,14.0,8.0,1.0,0.5625,1.0,71.0,,4.8169014085,13.0,168.0,,5.6,0.0,,174.0,41.0,4.244,1.0,,,2.0,0.0,2022.0
400554280,2014,3,2,MIA,home,18.0,12.0,6.0,0.0,0.2666666667,0.0,67.0,,4.9552238806,14.0,191.0,,4.0638297872340425,0.0,,141.0,20.0,7.05,0.5,,,0.0,0.0,1578.0
400554276,2014,3,2,DEN,away,20.0,18.0,1.0,1.0,0.375,,70.0,,4.7428571429,14.0,296.0,,5.92,1.0,,36.0,20.0,1.8,0.5,,,1.0,0.0,1662.0
400554276,2014,3,2,SEA,home,26.0,16.0,8.0,2.0,0.4117647059,,75.0,,5.12,15.0,255.0,,6.7105263157894735,1.0,,129.0,37.0,3.486,0.5,,,0.0,0.0,2284.0
400554283,2014,3,2,PIT,away,24.0,9.0,12.0,3.0,0.2727272727,1.0,65.0,,6.9846153846,10.0,190.0,,6.129032258064516,0.0,,264.0,34.0,7.765,0.75,,,0.0,1.0,2079.0
400554283,2014,3,2,CAR,home,20.0,14.0,3.0,3.0,0.3333333333,1.0,54.0,,6.462962963,9.0,307.0,,6.9772727272727275,0.0,,42.0,10.0,4.2,,,,2.0,0.0,1521.0
400554288,2014,3,2,CHI,away,17.0,11.0,4.0,2.0,0.4666666667,,63.0,,4.0793650794,12.0,197.0,,4.690476190476191,0.0,,60.0,21.0,2.857,0.6666666666666666,,,1.0,1.0,1688.0
400554288,2014,3,2,NYJ,home,21.0,15.0,3.0,3.0,0.4,0.5,72.0,,5.75,11.0,300.0,,6.521739130434782,2.0,,114.0,26.0,4.385,0.16666666666666666,,,1.0,0.0,1912.0
400554201,2014,4,2,NYG,away,31.0,19.0,9.0,3.0,0.6875,,78.0,,5.7564102564,13.0,295.0,,7.375,1.0,,154.0,38.0,4.053,0.75,,,0.0,0.0,2237.0
400554201,2014,4,2,WSH,home,17.0,11.0,4.0,2.0,0.125,,52.0,,6.3269230769,13.0,243.0,,6.942857142857143,4.0,,86.0,17.0,5.059,1.0,,,2.0,0.0,1363.0
400554207,2014,4,2,GB,away,21.0,16.0,3.0,2.0,0.5,,47.0,,7.6170212766,7.0,302.0,,10.413793103448276,0.0,,56.0,18.0,3.111,0.8,,,0.0,0.0,1418.0
400554207,2014,4,2,CHI,home,33.0,14.0,16.0,3.0,0.6363636364,0.6666666667,77.0,,6.4415584416,8.0,261.0,,7.25,2.0,,235.0,41.0,5.732,0.5,,,0.0,0.0,2182.0
400554238,2014,4,2,TEN,away,16.0,9.0,4.0,3.0,0.1111111111,,47.0,,5.5531914894,12.0,176.0,,5.67741935483871,2.0,,85.0,16.0,5.313,0.6666666666666666,,,1.0,0.0,1059.0
400554238,2014,4,2,IND,home,31.0,21.0,7.0,3.0,0.5,,82.0,,6.0731707317,14.0,393.0,,9.585365853658537,1.0,,105.0,41.0,2.561,0.6666666666666666,,,0.0,0.0,2541.0
400554286,2014,4,2,MIA,away,24.0,15.0,8.0,1.0,0.4545454545,0.5,66.0,,6.5909090909,12.0,278.0,,8.96774193548387,1.0,,157.0,35.0,4.486,0.5,,,2.0,2.0,1854.0
400554286,2014,4,2,OAK,home,17.0,15.0,2.0,0.0,0.4285714286,0.0,64.0,,4.953125,13.0,264.0,,5.739130434782608,3.0,,53.0,18.0,2.944,1.0,,,1.0,0.0,1746.0
400554252,2014,4,2,DET,away,17.0,12.0,5.0,0.0,0.4,,65.0,,5.5384615385,12.0,272.0,,7.157894736842105,0.0,,88.0,27.0,3.259,1.0,,,0.0,0.0,2093.0
400554252,2014,4,2,NYJ,home,17.0,8.0,8.0,1.0,0.4666666667,,62.0,,5.4193548387,12.0,204.0,,5.828571428571428,1.0,,132.0,27.0,4.889,0.5,,,1.0,0.0,1507.0
400554279,2014,4,2,TB,away,21.0,11.0,7.0,3.0,0.5384615385,0.0,63.0,,5.5555555556,10.0,287.0,,6.5227272727272725,1.0,,63.0,19.0,3.316,0.6,,,0.0,0.0,1545.0
400554279,2014,4,2,PIT,home,27.0,18.0,6.0,3.0,0.4285714286,1.0,73.0,,5.3424657534,11.0,305.0,,6.630434782608695,0.0,,85.0,27.0,3.148,0.6666666666666666,,,1.0,0.0,2055.0
400554248,2014,4,2,CAR,away,20.0,16.0,2.0,2.0,0.6666666667,,62.0,,5.0806451613,8.0,248.0,,6.888888888888889,0.0,,67.0,26.0,2.577,0.0,,,1.0,0.0,1776.0
400554248,2014,4,2,BAL,home,25.0,15.0,7.0,3.0,0.7692307692,,61.0,,7.4426229508,8.0,327.0,,10.548387096774194,0.0,,127.0,30.0,4.233,0.6666666666666666,,,0.0,0.0,1824.0
400554212,2014,4,2,BUF,away,17.0,12.0,3.0,2.0,0.3125,,69.0,,4.5797101449,15.0,220.0,,4.782608695652174,2.0,,96.0,23.0,4.174,0.3333333333333333,,,0.0,0.0,1744.0
400554212,2014,4,2,HOU,home,19.0,13.0,2.0,4.0,0.3571428571,,63.0,,4.7777777778,14.0,264.0,,6.6,2.0,,37.0,23.0,1.609,0.0,,,1.0,2.0,1856.0
400554290,2014,4,2,JAX,away,21.0,12.0,7.0,2.0,0.6428571429,0.0,65.0,,4.9230769231,11.0,235.0,,5.875,2.0,,85.0,25.0,3.4,1.0,,,1.0,0.0,1834.0
400554290,2014,4,2,SD,home,19.0,16.0,2.0,1.0,0.5625,,61.0,,6.6721311475,10.0,365.0,,8.902439024390244,0.0,,42.0,20.0,2.1,0.0,,,0.0,0.0,1766.0
400554242,2014,4,2,ATL,away,23.0,16.0,6.0,1.0,0.6666666667,,64.0,,6.421875,12.0,288.0,,6.857142857142857,2.0,,123.0,22.0,5.591,1.0,,,0.0,0.0,1628.0
400554242,2014,4,2,MIN,home,26.0,14.0,11.0,1.0,0.4615384615,1.0,74.0,,7.5405405405,11.0,317.0,,10.566666666666666,0.0,,241.0,44.0,5.477,0.6666666666666666,,,0.0,0.0,1972.0
400554315,2014,4,2,PHI,away,11.0,10.0,1.0,0.0,0.3846153846,0.0,56.0,,3.8035714286,11.0,191.0,,4.340909090909091,2.0,,22.0,12.0,1.833,0.0,,,2.0,4.0,1063.0
400554315,2014,4,2,SF,home,20.0,8.0,8.0,4.0,0.4210526316,,76.0,,5.3552631579,15.0,189.0,,5.5588235294117645,1.0,,218.0,42.0,5.19,0.3333333333333333,,,0.0,0.0,2537.0
400554319,2014,4,2,NO,away,20.0,14.0,4.0,2.0,0.4,0.5,59.0,,7.4237288136,11.0,334.0,,7.260869565217392,1.0,,104.0,13.0,8.0,0.6666666666666666,,,2.0,0.0,1515.0
400554319,2014,4,2,DAL,home,24.0,14.0,10.0,0.0,0.5714285714,,65.0,,6.8461538462,11.0,255.0,,8.5,0.0,,190.0,35.0,5.429,1.0,,,0.0,0.0,2085.0
400554325,2014,4,2,NE,away,13.0,10.0,2.0,1.0,0.2222222222,,49.0,,5.9183673469,11.0,215.0,,6.515151515151516,2.0,,75.0,16.0,4.688,1.0,,,1.0,0.0,1413.0
400554325,2014,4,2,KC,home,26.0,15.0,10.0,1.0,0.5833333333,,66.0,,6.7121212121,11.0,236.0,,8.428571428571429,0.0,,207.0,38.0,5.447,0.6666666666666666,,,0.0,1.0,2187.0
400554197,2014,5,2,MIN,away,20.0,13.0,6.0,1.0,0.3333333333,0.5,75.0,,3.9866666667,14.0,188.0,,3.76,2.0,,111.0,25.0,4.44,0.3333333333333333,,,1.0,0.0,1929.0
400554197,2014,5,2,GB,home,15.0,8.0,6.0,1.0,0.3636363636,,52.0,,6.1538461538,13.0,164.0,,6.833333333333333,1.0,,156.0,28.0,5.571,1.0,,,0.0,2.0,1671.0
400554234,2014,5,2,HOU,away,15.0,7.0,8.0,0.0,0.3076923077,1.0,56.0,,5.8928571429,12.0,154.0,,6.16,1.0,,176.0,31.0,5.677,0.6666666666666666,,,0.0,0.0,1868.0
400554234,2014,5,2,DAL,home,24.0,16.0,8.0,0.0,0.5714285714,,75.0,,6.08,11.0,316.0,,7.523809523809524,1.0,,140.0,33.0,4.242,0.3333333333333333,,,2.0,0.0,2167.0
400554236,2014,5,2,BUF,away,19.0,15.0,2.0,2.0,0.3125,,67.0,,5.1194029851,14.0,294.0,,6.533333333333333,1.0,,49.0,22.0,2.227,0.3333333333333333,,,0.0,0.0,1939.0
400554236,2014,5,2,DET,home,13.0,7.0,3.0,3.0,0.0909090909,,57.0,,4.7894736842,14.0,204.0,,5.513513513513513,1.0,,69.0,20.0,3.45,1.0,,,1.0,2.0,1661.0
400554204,2014,5,2,CLE,away,27.0,16.0,10.0,1.0,0.3333333333,0.0,74.0,,6.2162162162,11.0,284.0,,7.473684210526316,1.0,,176.0,36.0,4.889,0.75,,,0.0,0.0,1757.0
